"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"137",9441,14030,10091,16330,221,18260,10634,7544,6749,9986,4707,14770,18225,10770,10649,14585,2162,17686,4041,269,15886,16494,2974,18090,15535,18696,14805,18662,2692,11720,8835,10779,13612,9277,11385,9429,13699,2183,6552,14153,12221,2054,2819,11828,9094,14747,10688,1508,16789,7987,4381,2062,18395,6805,14840,12515,10215,12034,15583,3231,3494,14387,6989,1688,16413,9636,15533,13261,11283,3310,9265,14593,10029,2965,6992,1985,1147,3592,8790,13784,4319,5281,13372,1857,7486,15415,3584,6910,778,387,2939,10910,8748,16211,12823,14396,18313,1688,3021,6686
"138",4920,15167,7935,975,18670,10760,1788,4244,411,8,15762,1301,17319,2444,8469,17738,13286,14084,6407,4558,4342,7510,17724,5893,9394,2224,16527,2683,3368,13217,12659,7326,6790,13470,1264,11117,7913,53,9910,18624,5827,15978,6744,6393,13094,15401,1386,10571,9554,864,17081,15279,17711,5972,1887,12106,3333,3897,2544,3568,57,16346,6767,9531,6115,674,17342,10695,1435,5953,13832,2864,1849,9460,9411,1789,18009,11316,14023,10335,17334,9895,16722,2430,16982,6331,5935,17627,18058,10396,6507,7607,12893,11774,17190,1908,2943,11575,16484,11413
"139",14282,8370,14257,8972,7076,7118,12711,3652,12917,11666,16778,17743,13501,6470,12250,10173,7181,17233,4947,912,9000,16271,10052,16129,912,6537,9945,8557,17390,337,8978,651,13077,14152,10035,11201,8710,15747,13604,15632,10793,18330,370,5196,2527,10808,14853,16778,14917,16809,14846,9298,4028,12663,7751,16229,9308,4119,471,12202,18108,10778,1879,12852,15549,11830,17307,9666,4018,18831,2242,3100,7310,1074,15938,2961,10820,6119,7374,5727,5553,3374,13580,10769,18052,18777,367,3604,4009,8768,6614,6741,15553,4932,7835,14196,14729,1097,11162,8788
"140",2231,7438,14069,4934,9687,7326,7221,9708,8605,14726,3467,12369,14073,8208,3637,12325,17515,4880,16153,5741,9603,9559,7432,9871,7201,9040,8462,12787,9682,16588,4189,16869,12997,2627,11917,8913,9371,11072,2893,734,45,5919,8343,4972,12621,10446,12317,4426,12165,4373,10040,909,5101,6796,6180,5117,10360,5844,186,52,11264,2743,3665,1406,7458,13080,2742,16077,1974,1400,8697,16403,6192,521,5606,13856,12271,49,4072,13303,10419,6355,18580,1055,15823,2120,6177,8745,15265,149,15300,853,1896,2809,10795,16139,12269,18141,17888,5693
"141",10740,10419,5826,14789,3485,3037,1200,3022,4741,10278,17492,15333,8658,1014,7796,6463,5747,9308,8535,373,10021,18062,13368,6000,18104,6635,18576,18944,8237,9823,17726,14464,9798,18501,15197,3537,18589,3900,226,12562,11256,16349,3479,17979,1248,15603,15634,6074,16518,11779,10582,1068,9951,242,5659,7395,5802,14781,5395,15986,7475,5253,13885,13660,6369,15622,4165,18305,315,12713,10294,11565,956,1570,14068,13970,2382,5000,5092,3735,2019,6807,1421,13993,6575,11454,11522,1157,9708,15573,11926,4733,4266,12666,16732,7397,11821,11522,4038,57
"142",4749,6935,16776,14023,154,11244,4838,2113,10481,4512,6008,13758,17389,18979,9464,4049,1717,2683,1352,8245,14474,13386,12189,14337,17688,1777,15780,14853,2167,10740,834,11289,3972,1804,10594,2330,670,14832,7768,17644,2029,16279,13392,8423,8091,7717,9980,11397,17399,17627,12654,16405,17484,16727,18128,12514,9109,15702,17269,8797,2011,15301,1611,11285,17609,14032,2104,12072,2447,10169,510,3484,1337,10620,8321,1294,8881,5145,15032,10586,16818,1544,17377,9808,14194,14495,13641,14244,3531,2417,2131,18261,8254,9975,3626,1205,9240,16429,10606,7114
"143",2008,10720,7166,4031,5555,5915,15299,4502,16152,208,9900,9972,17546,2727,10742,316,10381,6206,17853,7867,4696,7609,10476,6918,9523,10223,15231,15574,7575,12813,13436,17120,2456,2090,5711,14818,12754,10682,4565,7167,15247,6703,10447,1137,17831,9526,6665,14236,14583,16799,14812,12251,2075,3543,4383,16763,11149,15118,2617,14776,7565,1674,4661,12838,14358,4034,8431,1657,17333,1911,17205,11168,8170,18719,8313,16322,3604,10794,3844,3486,10947,9411,7491,7197,17554,18955,12802,18768,4741,14487,3205,10512,7888,202,7252,16225,6199,13814,2797,11974
"144",13829,639,11979,6051,6120,9534,11188,36,16067,3058,17568,4233,11188,2883,3078,6198,15200,4306,15481,17939,7698,10939,3259,16093,12164,9327,878,2939,15866,9780,440,18113,13553,1461,15668,5995,10993,13551,8228,8309,10149,2996,16944,17526,4155,3740,16950,5467,14565,16264,12538,3503,1392,917,501,13420,16486,9060,1720,3018,10643,5911,10552,16413,5639,9906,13099,15148,11568,2741,18665,18668,1485,16165,13003,17163,1795,1926,14108,15985,3709,10216,2666,5825,10660,18161,10132,1693,15122,11298,13029,7337,11958,15688,17997,6470,16127,15877,9978,8236
"145",233,288,5040,8281,14451,2788,14958,17144,11323,15411,13707,17578,13917,12435,12814,15563,7398,3040,15762,17805,15595,15824,12733,12569,7477,11324,6696,2636,5157,17343,18875,5848,18815,8254,17219,17799,13143,18831,2973,15647,9637,4965,5522,17310,17297,9533,12179,7111,11609,14883,7085,617,1704,347,15285,13077,8527,6127,3246,10805,2007,6715,9408,18549,17892,12645,16032,10152,13664,17046,3575,17207,13350,6865,9642,10715,3119,4716,738,6938,16432,3758,2331,5548,6812,8824,6324,9028,15176,2005,197,18715,170,15373,2494,8660,12117,4636,13735,11663
"146",11176,6640,16313,12166,2446,7260,8901,7133,10348,14418,11219,12474,2652,12280,17829,8972,8620,16788,14048,12027,14009,6126,12068,14507,11176,8318,3904,2046,12249,11647,5480,15441,16455,6453,6003,2326,11822,9764,10356,10725,16964,3596,4938,8258,778,6864,14512,16465,18928,16969,3416,522,569,957,779,4276,10211,2292,1570,10375,12500,2546,4627,9461,12435,15691,9626,14794,12106,2034,9232,5420,11901,9719,5527,13134,17722,9202,3466,4427,9017,14506,15391,14091,15618,9026,14456,14279,5094,11933,9182,6505,592,10193,3892,4277,5904,11631,1387,9891
"147",14263,15461,9725,4950,7556,18502,11579,3954,9681,3362,10631,8685,9950,16922,10550,12258,13370,9462,10153,15446,1990,4941,9231,619,3410,9590,10944,3240,18889,10091,7772,6029,9139,12866,5898,16702,17881,5929,7760,554,6406,7642,8189,11449,6901,15018,14546,16251,4840,11863,2327,2059,11894,8363,17184,15146,9984,17476,10249,1011,11853,8355,18159,4002,309,9735,10410,14784,6491,18400,13793,8458,8043,16888,8295,15926,16726,1300,18464,11230,13480,16236,17741,3375,18562,15546,15889,10898,7425,5290,11837,4724,18778,16056,9683,328,7261,13568,1350,102
"148",5898,12882,11884,8889,1992,11229,3953,9195,1131,5382,18277,13397,8411,4216,331,11931,541,15417,3482,11076,8239,3963,1128,12528,105,9947,17109,18595,15135,330,7952,9379,2502,6312,12603,18318,11146,7046,9940,18077,8566,17210,914,17804,12176,18625,13572,11441,9182,3986,18053,8513,8326,110,7967,9800,13810,18946,4041,18224,9135,13753,2554,13959,16479,18626,1557,11316,18596,6597,16889,648,16574,17282,1525,6849,17957,1808,1458,18363,9890,3330,3260,8,10524,3295,12886,65,8276,13501,11006,7305,11764,14696,9800,12215,11110,2860,18581,15396
"149",1535,18796,11955,3784,1108,592,10898,16734,5920,13323,6111,3285,3360,10994,14625,163,4228,7099,17454,4399,5859,7408,8245,17441,13730,9505,16907,8707,16000,10930,1979,12549,8092,1218,17208,2955,5355,11356,59,13024,8923,17665,14082,1805,13701,6764,4915,7181,5326,3264,16771,7565,12555,11154,3316,2081,11533,13848,10953,4046,8050,7898,16374,18008,6369,8816,14023,18840,10742,14212,1297,11594,14873,14176,12882,7454,13020,8513,16691,2950,10404,13498,15026,3376,11275,17347,18124,17880,15177,3950,2766,14145,18908,7439,1727,10848,10527,1388,12790,11479
"150",13116,11412,15411,17352,4922,9466,14294,9592,12415,6787,10588,10281,12425,18116,10398,8364,11679,690,7186,11625,10427,7699,1013,8760,14918,14632,11409,10460,17251,14685,665,355,10791,8563,6885,13497,9290,16636,9736,11286,1623,16664,12945,12867,14681,8934,8712,8296,13480,14520,9368,14437,6102,18878,6516,15910,12348,16566,4250,3663,3522,8896,7277,8620,7905,11026,15671,7350,8333,11498,5133,2913,9388,6925,14436,5210,4046,1409,14317,10192,2461,735,320,10337,5940,13055,7339,14575,8817,4275,10042,2963,8052,12376,18267,18096,8670,384,11909,6209
"151",13608,16972,17460,15182,9792,13259,17130,10220,17882,16432,12880,946,7118,4886,6086,12440,4342,15601,16482,4069,9945,12425,15521,10542,2904,2039,16028,14675,17068,5342,18495,12627,14207,17431,17071,6182,16841,596,6176,17448,6447,2055,1585,15991,12336,15707,17028,18861,14540,10439,16019,7991,8090,2363,11753,4163,18913,8971,16721,3576,14070,15759,10306,2978,3405,1180,17087,7684,17477,8630,5791,5724,3481,6850,9368,12279,3466,10199,15230,10731,2844,17654,17683,12448,3021,10817,9119,16368,8843,14738,11897,4007,13340,10375,18447,5374,10481,13313,935,15272
"152",8859,4780,11061,14784,6172,14513,4648,506,6021,11828,16559,18829,7247,6340,17259,6796,4857,133,14305,13662,17275,13040,18570,14899,8885,10614,5001,7347,826,4722,15991,6700,9606,12025,6198,5707,12510,6678,7512,15896,5211,18770,5276,4013,9727,18717,15167,3532,13595,18710,1700,8631,18078,6898,11834,7712,5161,16481,10568,1216,12296,14974,10214,4990,16276,18937,2723,3434,11485,1953,547,14367,9988,8555,8740,15752,13355,18328,8932,5319,3199,1189,18269,10826,832,11388,11605,12620,16376,18130,15006,11076,13002,10507,10332,18118,6653,3903,15747,3211
"153",8328,13650,653,12764,5487,11210,13334,11688,5432,10362,15454,853,4650,16340,17553,10282,10324,10864,14217,17625,5394,1118,13432,1838,13290,17822,6297,3919,13012,10474,9938,13665,15218,2207,1536,18808,4990,15947,5413,5798,2138,2006,17075,8227,18368,11459,6357,18093,17463,7578,15752,18183,4972,9278,10012,3966,17489,4283,8298,18842,3396,6691,1482,13756,9445,2397,966,8589,2608,13657,7634,2290,13853,6764,10530,7127,8812,3388,16359,517,14444,3904,9397,7308,15921,15681,6108,10572,14282,7896,85,12589,10129,15957,3050,12078,16828,13539,2330,16329
"154",5378,15385,14694,13774,14643,1638,4852,10172,7789,16011,15853,18415,3448,1552,16973,15963,10939,13111,1187,15713,17194,18522,13979,16692,12323,12028,9713,8409,3806,8121,13934,6250,11997,14914,10133,8507,6409,9350,3311,11421,528,18476,10940,16643,16937,4994,11240,18258,1364,4401,808,14078,15659,3029,4436,16565,14217,17984,16322,11781,8717,16677,14943,15743,16421,41,5522,5351,10554,2937,1903,5322,9120,16806,5953,15078,2478,17294,12358,18548,5055,6514,10998,11578,15152,18385,10375,18884,14842,777,12840,8635,4809,6906,10974,2982,676,12074,2929,4291
"155",13561,11451,2979,10075,441,11242,12925,15995,6724,10916,15004,7265,188,1077,12887,17627,4060,3688,16958,9486,8822,8697,6227,17055,8008,13580,16095,16304,11364,8920,14754,2153,15961,4757,11887,13493,1846,3043,9421,15799,16515,8573,8147,2251,8637,7464,10218,10672,1399,3637,3550,4714,17208,7858,12552,18754,14650,9795,16012,2593,2485,10121,4634,1640,1043,12745,4590,14269,16849,4259,3455,2637,7800,2007,10679,1500,14955,6140,11344,7718,7022,3102,3855,4597,7650,2487,7962,5614,18082,17366,8115,17828,9561,14865,15517,7738,13080,11869,542,4794
"156",17848,17155,6157,10564,2247,898,12228,3838,9561,10272,2186,3226,3376,1877,5702,2589,17876,13179,15559,17227,10042,15801,8604,5919,1582,11489,6872,8531,8500,15025,16970,723,457,2496,2444,111,8212,6639,10860,17656,2750,4115,7387,16511,16491,10067,6668,2631,1998,16213,185,9916,15299,7020,17318,15351,7953,9238,2,11957,13422,14107,13974,650,12442,16494,4904,17418,5727,10773,13684,16130,7809,256,17485,891,2036,18031,1979,14985,2630,2679,10966,12015,2888,15725,4976,3018,17252,3702,3988,9180,14461,5291,8154,15270,16222,12107,3901,9335
"157",7766,6410,16171,317,17971,271,1463,9758,16257,18213,6177,1811,5334,9235,7343,13543,6622,6873,17662,193,1316,11778,2326,3057,11435,8009,10411,12158,9479,13907,7719,13087,15928,6467,7113,7570,18259,3106,8970,18319,9435,6804,9711,1129,13832,3721,4945,16356,18716,12087,15091,9719,15919,2873,10529,5764,10308,1191,17350,12458,940,11730,12312,13462,18157,8137,10184,18399,11115,3181,17921,15296,1572,929,3232,5164,13898,2338,1744,8990,1150,13926,17453,17262,9521,7279,3539,5717,5788,810,8849,1233,104,735,15807,17184,6182,1941,18691,9921
"158",17217,10205,10337,3361,5456,13903,16793,9612,14923,4413,5649,8904,8585,1127,16205,11006,1087,5957,6786,11812,4941,3155,12845,13342,2895,11836,8215,17732,10921,2962,3430,8286,976,17638,6745,12586,15212,6838,4677,9309,12744,12583,1149,12402,15813,13723,17449,7773,16338,18568,6385,12301,4831,6312,2227,9880,18673,6719,6919,14831,9793,1952,14071,9575,17640,2245,18013,13546,13228,12583,10111,12645,282,18619,2847,11841,8613,12480,14546,11861,2016,7370,5622,15845,3273,16670,8718,4526,12905,14960,10135,17661,4788,5314,2076,3543,10070,4436,5544,3087
"159",15361,13227,8324,9383,2145,13903,14293,13919,2883,12473,5912,3006,16701,14542,3777,16544,16105,18509,7402,15876,11349,13597,16037,6003,18338,13478,3665,18207,16537,3725,12393,1322,16374,6991,12625,4899,16013,10253,12251,13433,10583,5010,17745,1535,4987,10245,16659,5545,2637,9865,2997,5710,825,8597,8051,3750,1458,13822,3552,3366,3610,8260,132,1707,14848,3125,17853,14169,16251,3252,18198,11359,4515,7276,18291,4778,13889,7232,8675,14913,3272,14752,6424,4309,18887,6821,12146,12942,14656,1877,17394,1710,9924,9740,9921,2748,15308,3967,2217,14569
"160",4570,13261,18983,12109,10204,4098,5372,10259,953,7298,5906,14603,6055,17478,4706,8092,18714,936,5219,10403,11063,4560,3321,12701,1342,8465,5315,2205,10634,1891,17904,441,17528,6138,13226,5488,2795,7982,5919,5537,4492,10211,1727,13509,769,14268,2814,9007,2611,10471,14764,18770,4653,6198,8125,5864,8578,17125,1563,9852,17200,10082,5538,11898,14826,5626,15635,2423,12800,5445,8163,2044,6847,17690,745,1309,8080,6464,1365,10648,10159,753,13515,6340,16540,896,16259,10103,17388,14355,15250,6050,9962,4697,8715,1973,1449,12827,12608,5639
"161",5666,16804,2327,4513,6722,3435,16565,3182,836,16628,14985,614,18442,12415,17312,17420,17986,10771,18119,7568,147,29,15370,1516,11876,10709,4953,5380,5807,10689,4019,6553,7398,4943,6602,9843,9185,16776,8482,3677,13940,5730,366,15693,16538,11856,15500,14484,18999,5716,7542,5687,17906,4388,4817,12126,13767,10703,828,18865,10786,8944,10870,17735,18067,2859,15601,14538,7156,1845,14146,2774,575,11121,10224,6106,7997,11592,9052,18138,12488,15067,6809,16888,15730,14722,2738,15730,13899,11637,8536,3893,18120,10458,3520,11275,3738,5505,1882,2626
"162",806,14838,5648,17530,14575,10343,14127,17778,9797,5730,11463,17500,14790,18255,1002,10125,2756,15617,13757,17547,9633,14590,3092,16793,10713,15695,16370,8051,18139,12605,8769,8113,10071,3322,2441,6167,711,10419,2476,10454,16788,8858,16404,6692,1241,1555,11320,1245,17094,3517,18731,10924,12750,6790,11646,11576,4950,10071,8056,5349,6504,3319,10827,16775,11317,12022,3248,4001,258,510,6369,5892,14420,686,1124,13779,7840,9958,14051,4587,4213,13402,17699,14864,10899,14284,3232,2193,13463,15401,10985,1304,17695,5838,4884,6449,3034,16335,6090,4389
"163",18525,18273,13435,15398,9055,13710,9564,11949,7500,12827,2979,16173,14034,3477,10106,18203,6550,3622,5624,7794,1364,10540,4214,716,7448,5232,3874,855,17425,5747,13637,14378,14530,3567,7483,3341,4319,6825,3275,5942,9082,15754,8133,6966,9991,4365,3490,10397,10814,13359,2142,13633,9979,7513,2393,5391,7928,18646,4469,6227,15747,14518,8533,16148,9969,14167,17959,1285,4809,3588,7020,13266,17852,6844,15091,15803,7548,8909,18072,4415,517,12103,7244,12155,2354,3401,16677,18825,1421,14569,5486,12833,16164,8958,18767,3623,460,8878,340,11890
"164",8880,3860,6446,5022,13924,14641,7616,7830,11747,10906,10051,12200,945,16257,658,4358,18379,1186,5326,8628,3760,15501,17719,7904,11338,5295,18087,5438,4494,14283,3016,16715,14048,3147,16865,12470,106,544,12302,15327,5603,13088,16720,16388,2233,1828,452,17671,11157,18299,3013,18696,6092,8703,16868,1854,5898,9356,16032,1906,11101,8512,12383,9066,4318,6607,6112,8497,17726,13409,11580,5320,1155,10708,272,6450,2815,11580,6458,10099,3812,11545,11013,12676,14000,1608,5906,6977,16960,17837,5300,13282,17194,10071,6841,12255,18671,2979,10537,10010
"165",5200,10063,637,7644,13858,18119,13287,11836,4359,785,5090,13916,446,3492,14931,2096,9172,16667,6158,10251,1758,3662,17392,12648,3647,277,8275,3140,4437,16558,6723,6965,4360,8523,8257,1280,4764,15160,17761,16489,15343,11204,15881,3138,13543,16007,7222,14214,11253,10614,17567,10211,8414,3536,10160,4137,4633,15490,15419,6805,13684,9881,90,4031,531,3663,6908,17835,192,1600,3153,1801,372,7330,12164,17592,17625,4927,10010,7435,3953,16240,10152,15874,13255,11140,12008,10770,5461,763,8259,9414,17379,3141,1274,3378,9890,537,13517,8333
"166",4827,9864,2073,4065,13473,18280,10151,15317,4961,13458,12915,9396,1392,10506,18765,10564,6679,1327,5109,17797,9867,12869,13650,13789,9464,10345,10799,17027,2393,11467,490,16891,873,14122,2841,7040,4010,8184,7947,2648,957,16689,1693,2724,10478,2537,8445,6786,14954,10619,14616,3729,9477,7820,18186,999,3187,16754,9683,10382,16438,9800,15746,1472,6913,8296,10528,16594,5575,1946,6806,13500,8963,2003,5387,361,16195,9092,12017,5045,9356,7706,16593,10667,16362,261,3203,9829,9231,1622,18941,1481,16710,1310,2937,3580,8126,9356,166,10864
"167",5529,4227,5622,3414,10316,13555,10216,18844,11741,12458,17645,18365,15784,2627,13519,9623,17990,11797,2400,3225,2203,1099,18740,16351,15579,7689,1595,8761,3935,10760,7528,10747,4866,9392,14907,14392,7620,18226,8716,4818,13779,14954,6720,1275,2787,6263,2225,1211,17584,14445,81,12207,2906,526,3079,10694,3471,7173,11746,18427,1964,8059,10071,11605,8868,14204,9540,5855,4135,12991,14040,5107,15515,3331,17907,3763,116,6822,1292,1786,12272,6644,15402,1507,11479,7648,9053,18462,14402,10186,4550,159,2814,11633,16087,17796,12741,9238,6218,18837
"168",18588,14369,1211,4806,13477,17127,9068,15255,2475,12914,18108,1104,3897,13253,7254,2716,14900,2403,6319,17045,7056,9727,10842,9010,6045,12998,4481,13754,2627,6592,5704,1979,2194,6352,14680,5625,13415,13125,8032,12043,9548,11418,10309,8526,16054,11614,9958,2705,10386,3245,11421,2645,18766,15631,11633,9566,1205,5481,18782,10291,12,16623,3117,13337,928,11533,18540,15182,17939,3549,1528,10928,705,7982,12962,15675,15662,3160,4825,13478,5183,11289,7579,5075,4446,11968,9997,15183,15882,8429,14272,1015,7627,12827,4020,1010,542,1981,17928,14415
"169",1283,13058,1158,739,11632,14967,15361,2471,15188,13170,6672,17295,16839,18730,15212,10464,12768,2825,5922,6850,6098,6455,12160,6510,13110,11441,12600,15955,1713,9181,18969,14249,6323,4659,10972,5043,10466,7142,18087,11477,8014,6988,18555,14215,4155,14546,9939,8506,7368,10329,2844,1281,16723,8980,6944,6923,10197,11859,3006,6255,18146,3529,17533,6064,4063,2019,15963,11120,3409,13317,13483,5752,18175,135,322,12128,1628,15141,10233,17955,10769,13952,7506,18513,4254,2202,18330,6835,17323,12370,10158,4370,18606,2831,2192,6865,3366,8664,10648,9085
"170",15097,6559,7526,2178,10418,2365,15358,10617,9247,2861,4890,15268,10929,9730,8060,8149,7593,12972,13405,7683,13719,8835,15627,6915,2447,2951,16419,382,10221,666,15682,17299,12457,397,3109,11689,6410,16555,14535,2537,242,9392,13701,8685,18368,13313,15477,5671,9946,3825,16685,11669,14319,18073,4102,2695,3709,1958,14294,5502,15261,5130,8503,4244,16762,18574,10209,8246,4388,14954,16230,12242,14813,6373,18958,7463,8139,14457,14852,68,14195,17943,16584,12440,11939,11020,5837,16808,13469,16545,11909,1847,7589,16816,3192,3333,3723,9010,6745,6645
"171",5171,12753,6640,14297,4567,4789,14535,17698,13235,6679,17177,8660,4911,10854,2159,16714,164,9568,2131,1424,7908,14353,3074,18064,12482,9431,12071,3406,10490,3968,11957,7697,8959,17335,8205,17216,5214,11613,13227,6225,8457,16365,10380,10858,12363,18864,9347,3666,294,17729,12375,4328,16359,6691,12856,8181,3125,994,14536,16422,15990,14989,14610,15158,18117,6533,1828,5113,11625,10097,1516,3884,11114,3466,14706,5570,17928,14573,4583,7277,18212,17670,18635,5398,9821,7318,12415,12233,15048,5433,13347,5874,16616,14319,83,8072,16793,12365,14653,8663
"172",10023,3936,126,7026,14599,16429,13346,12061,15976,11198,18146,12849,10400,5383,7878,16168,4288,10297,19,7049,18801,18913,14587,1565,4820,4504,16451,2574,7990,7757,3463,960,5903,17048,1537,7698,757,8511,17016,10262,8155,18384,932,13510,1717,14093,10190,14879,3482,6741,13328,7435,3467,15953,5557,16016,12064,884,3004,7061,755,18496,11390,11557,13213,175,8474,16860,16349,7598,1447,3725,13144,2025,7788,12246,11103,14475,14840,4166,7020,1677,9228,8455,14348,14643,18390,11713,18511,5016,12246,11330,16279,14411,12546,17102,17447,428,15335,12424
"173",9453,14523,1899,14741,14787,9114,16650,12277,12036,11996,7627,18471,9357,1042,13993,4286,6088,8873,6629,2089,14724,7628,8154,1910,15988,2761,8527,9741,5981,14820,917,12159,7201,2442,9324,8814,3113,3590,1322,13208,16167,18852,3322,14680,18418,11570,8392,14876,6901,5181,1465,16016,7467,1329,6678,16454,15672,15919,7237,13388,7109,11640,10742,13101,3182,3080,4596,10008,17555,5416,6762,9892,13527,11376,17382,16139,9669,289,17345,16779,7345,15722,4226,14540,14770,4953,7879,11598,1535,17496,4289,4140,3757,15314,17467,288,10329,16599,8767,15832
"174",88,7325,17083,3839,14729,2420,4993,18510,11149,877,10005,15062,3953,17748,5089,11894,8920,14883,16494,5329,4975,8179,5258,17995,17342,17371,15547,16028,17701,10581,4400,743,14648,8222,3185,7818,17598,15939,15977,919,14289,15337,5518,16183,17961,15649,4152,4816,18235,14294,3512,6442,11511,3443,8832,11388,8672,8131,4720,14079,17341,13527,4786,3641,17890,18201,13606,7475,18550,407,18918,7119,17076,2516,924,18455,17888,18585,11106,11912,16017,5937,9903,2894,13822,17390,979,15656,15994,979,5847,10477,11256,13402,8707,18024,5931,14179,5510,5081
"175",5435,14810,18719,12151,4514,15786,2016,17672,15991,11089,16583,10131,1299,9017,11210,3143,13108,4391,9569,4676,7953,12715,9819,2517,14905,3594,7762,3597,18542,7627,11788,5973,12761,5513,3791,18768,13069,4966,7008,2438,3803,5935,7944,4121,13058,12761,16027,5988,150,18852,13166,8919,18509,16530,5012,10347,14051,12258,5610,18210,16397,8961,7010,1604,14535,15415,11038,15746,12773,5775,8646,11571,14428,5950,6660,5735,4573,11471,6737,13679,7551,18545,4573,5218,10127,2640,7766,14401,12378,4363,10172,2084,4584,7612,44,6386,887,13524,3887,5927
"176",14982,9195,9064,16344,7457,6434,11008,17483,7720,13245,8292,9176,4012,10339,13453,4521,12583,4219,845,4224,11324,6914,3592,13478,13805,17772,3049,12335,4779,5188,18647,5567,11414,2479,1479,2787,1417,16115,17814,8634,9049,16147,6054,12647,1970,17352,11787,15499,14511,815,1002,17649,9486,10603,13369,8179,12987,5348,9934,5138,4160,15639,15225,14938,6429,18200,17463,922,11647,7749,6443,12609,1480,7251,4346,7529,12526,7369,12390,18261,15134,13770,4291,17922,3127,11076,16411,9471,3929,17591,13620,12773,7072,10922,16588,5816,4321,7539,4525,16185
"177",12401,13554,5686,5565,5755,13377,14038,6270,9507,14902,10615,1816,611,11551,8013,10423,1428,18378,13379,13829,115,11346,1682,14550,4206,18739,13311,15249,11545,3519,10504,6122,10286,17309,4312,7814,15677,6819,3439,9299,9655,6617,6787,3851,16881,16459,5251,8481,18644,2013,10281,10425,13172,6097,3512,14254,569,3951,11492,13806,16255,8183,9060,2478,8552,5020,5166,1850,6238,12340,6390,1575,3180,5644,15095,18937,1546,2019,8274,15382,11832,165,546,2508,14357,4522,15722,466,16914,5376,16451,6444,8439,3001,18721,9428,18440,13567,1834,18887
"178",11013,11807,5039,17597,14455,14268,13450,17833,3653,1217,12529,18613,6055,13955,14198,564,18227,10654,15532,8786,5327,14778,14501,4854,10206,11152,5839,4848,8632,6607,5465,13035,16549,9373,1207,8980,8749,11947,18678,710,6946,6550,14293,15415,2939,7658,17314,7364,49,9569,1710,3499,8024,14935,9609,1441,13322,1595,11370,15119,17506,18365,14140,7667,4912,9804,2246,16505,5375,8830,10534,16944,8591,772,957,12289,16836,7581,9461,15236,18585,96,11260,15009,18178,10373,13227,17384,5183,15702,2540,6517,14305,10480,4504,12436,1124,17666,4411,13304
"179",725,8996,6589,17365,8242,12077,12193,18081,15733,18056,12740,16639,5794,14724,1985,11696,6739,15072,4793,14855,18427,9729,15333,9303,6034,10478,9587,6467,10097,2218,2941,13469,16433,7808,14892,18465,15521,6662,12900,16240,4525,7050,950,6418,10370,18144,12765,2343,6036,9527,14451,12814,1769,6402,18116,1730,1910,182,15001,2608,650,8305,8308,4164,15699,362,15486,4518,11804,8534,11776,18375,2097,17013,5656,1528,4170,14132,17339,14479,9425,16227,8140,4505,9485,9332,18577,7613,2585,2239,3336,8314,6898,539,15526,13919,16925,6874,7072,15714
"180",10015,13035,3923,3475,344,9802,5929,1967,11756,3156,11443,2295,14357,8217,3319,18311,9973,10072,378,3036,12307,12106,13837,8008,16579,13752,9674,13303,9912,603,13611,16656,15827,6829,15298,1761,10351,11448,752,1319,16839,16769,16133,8083,7666,11168,6120,10953,10036,15310,15407,6015,9891,15387,1582,8194,5934,5378,4349,8791,8821,16802,2255,18688,12204,5920,18783,15636,15540,10166,15993,2945,4209,8833,2090,6502,15511,12504,8941,10676,5778,3993,7547,7372,11047,2846,2651,5108,336,13980,1417,6029,16710,2909,9181,15218,1147,5748,16800,17027
"181",2584,8937,74,2193,3162,8286,10893,13445,7980,7492,1390,11970,10752,16618,7232,2816,3592,11461,14697,13092,8363,2369,18313,2013,1587,12926,7084,606,12008,3274,3411,13138,11356,11196,11031,18569,5381,10720,14911,17937,10554,7649,17469,3137,9528,18201,14389,9784,4464,7001,9272,9949,8684,18912,18330,15668,13481,6363,11325,7842,13207,2832,8915,4802,15095,4127,14638,16013,4544,14167,18080,18200,18494,5654,9366,1110,8131,951,4505,1689,2749,11361,7594,4997,1455,8622,5768,3161,5477,4874,4745,15644,5421,8623,314,7763,13084,15295,12198,1436
"182",581,11645,13081,12951,572,8937,7195,11484,13077,18107,13455,2044,13594,16150,12545,15538,15630,16549,6579,16617,8328,203,41,17863,1235,11850,7716,2149,14063,9082,10992,17953,17210,5801,3825,11402,10423,16661,3721,15425,33,6030,3561,3652,15518,8227,12518,17123,12171,10120,17737,11458,4528,430,13937,13429,11531,3914,4447,16813,442,438,1574,2979,3103,1371,15433,3608,14374,9215,13862,13636,6737,7394,14023,13622,5885,1040,4950,4670,13063,13162,5888,8764,6418,14189,7408,6478,3639,16001,9886,9969,17617,542,12507,15049,9626,12280,1920,578
